ID,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,Year
randoan01,Paul Pierce,SF,35,BOS,77,77,33.4,6.2,14.2,.436,1.9,5.0,.380,4.3,9.2,.466,.502,4.3,5.5,.787,0.6,5.7,6.3,4.8,1.1,0.4,2.8,2.7,18.6,2013
randosh01,Mickael Pietrus,SF,30,TOR,19,16,20.3,1.8,5.2,.347,1.1,3.4,.313,0.7,1.8,.412,.449,0.6,0.9,.667,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.7,5.3,2013
redicjj01,Dexter Pittman,C,24,TOT,11,0,2.9,0.4,1.0,.364,0.0,0.0,,0.4,1.0,.364,.364,0.0,0.3,.000,0.6,0.5,1.1,0.0,0.0,0.0,0.3,0.7,0.7,2013
redicjj01,Dexter Pittman,C,24,MIA,4,0,3.0,0.8,1.3,.600,0.0,0.0,,0.8,1.3,.600,.600,0.0,0.0,,1.0,0.8,1.8,0.0,0.0,0.0,0.5,1.0,1.5,2013
redicjj01,Dexter Pittman,C,24,MEM,7,0,2.9,0.1,0.9,.167,0.0,0.0,,0.1,0.9,.167,.167,0.0,0.4,.000,0.4,0.3,0.7,0.0,0.0,0.0,0.1,0.6,0.3,2013
richaja01,Miles Plumlee,C,24,IND,14,0,3.9,0.4,1.5,.238,0.0,0.0,,0.4,1.5,.238,.238,0.2,0.3,.750,0.9,0.7,1.6,0.1,0.0,0.2,0.2,0.4,0.9,2013
richaqu01,Quincy Pondexter,SF,24,MEM,59,1,21.1,2.2,5.1,.428,1.0,2.6,.395,1.2,2.5,.463,.528,1.0,1.3,.787,0.7,1.5,2.2,1.0,0.6,0.1,0.7,1.6,6.4,2013
ridnolu01,A.J. Price,PG,26,WAS,57,22,22.4,2.8,7.2,.390,1.2,3.5,.350,1.6,3.7,.427,.475,0.9,1.1,.790,0.4,1.6,2.0,3.6,0.6,0.1,1.1,1.3,7.7,2013
riverau01,Ronnie Price,PG,29,POR,39,0,13.1,1.0,3.1,.325,0.3,1.0,.256,0.7,2.1,.358,.367,0.4,0.6,.708,0.3,0.8,1.1,1.9,0.7,0.1,0.9,1.6,2.7,2013
roberbr01,Pablo Prigioni,PG,35,NYK,78,18,16.2,1.3,2.8,.455,0.7,1.7,.396,0.6,1.1,.547,.575,0.3,0.3,.880,0.5,1.3,1.8,3.0,0.9,0.0,1.1,1.6,3.5,2013
robinna01,Tayshaun Prince,SF,32,TOT,82,81,32.1,4.4,10.0,.438,0.5,1.1,.404,3.9,8.9,.442,.461,1.2,1.6,.738,0.9,3.6,4.4,2.4,0.6,0.3,1.1,1.0,10.4,2013
robinth01,Tayshaun Prince,SF,32,DET,45,45,32.4,4.8,10.8,.444,0.5,1.2,.434,4.3,9.6,.445,.468,1.6,2.1,.796,1.0,3.7,4.6,2.5,0.5,0.3,1.2,1.0,11.7,2013
robinth01,Tayshaun Prince,SF,32,MEM,37,36,31.7,3.9,9.1,.429,0.4,1.1,.366,3.5,8.0,.437,.451,0.6,1.0,.595,0.8,3.4,4.2,2.3,0.7,0.3,0.9,1.1,8.8,2013
robinth01,Joel Przybilla,C,33,MIL,12,1,5.7,0.1,0.3,.250,0.0,0.0,,0.1,0.3,.250,.250,0.0,0.2,.000,0.4,1.3,1.8,0.3,0.1,0.2,0.3,0.8,0.2,2013
rondora01,Chris Quinn,SG,29,CLE,7,0,11.1,0.6,2.3,.250,0.0,0.7,.000,0.6,1.6,.364,.250,0.3,0.3,1.000,0.1,0.1,0.3,1.3,0.4,0.0,0.9,0.6,1.4,2013
rosste01,Vladimir Radmanovic,PF,32,CHI,25,0,5.8,0.5,1.7,.302,0.2,1.1,.185,0.3,0.6,.500,.360,0.1,0.1,.667,0.4,0.7,1.1,0.3,0.3,0.2,0.3,1.2,1.3,2013
roybr01,Anthony Randolph,PF,23,DEN,39,0,8.4,1.4,2.9,.491,0.0,0.2,.000,1.4,2.7,.528,.491,0.8,1.2,.689,0.7,1.7,2.4,0.3,0.5,0.5,0.9,1.1,3.7,2013
rubiori01,Shavlik Randolph,PF,29,BOS,16,0,12.4,1.8,3.0,.583,0.0,0.0,,1.8,3.0,.583,.583,0.7,1.7,.407,1.8,2.6,4.4,0.3,0.5,0.4,0.6,2.4,4.2,2013
rushbr01,Zach Randolph,PF,31,MEM,76,75,34.3,6.2,13.5,.460,0.0,0.3,.087,6.2,13.2,.469,.461,3.0,3.9,.750,4.1,7.2,11.2,1.4,0.8,0.4,2.0,2.4,15.4,2013
sacrero01,J.J. Redick,SG,28,TOT,78,13,30.5,4.9,11.3,.434,2.1,5.8,.366,2.8,5.5,.506,.528,2.2,2.4,.900,0.2,2.0,2.2,3.8,0.5,0.1,1.8,1.5,14.1,2013
salmojo01,J.J. Redick,SG,28,ORL,50,11,31.5,5.2,11.6,.450,2.3,6.0,.390,2.9,5.6,.514,.551,2.3,2.6,.891,0.2,2.2,2.4,4.4,0.6,0.1,2.1,1.4,15.1,2013
samuesa01,J.J. Redick,SG,28,MIL,28,2,28.7,4.3,10.6,.403,1.7,5.4,.318,2.6,5.3,.490,.483,2.0,2.2,.918,0.3,1.6,1.9,2.7,0.3,0.1,1.2,1.7,12.3,2013
sandela01,Jason Richardson,SG,32,PHI,33,33,28.4,4.1,10.2,.402,1.7,5.1,.341,2.4,5.1,.462,.487,0.6,1.0,.606,0.6,3.3,3.8,1.5,1.2,0.5,0.8,1.7,10.5,2013
scolalu01,Quentin Richardson,SF,32,NYK,1,0,29.0,1.0,11.0,.091,1.0,4.0,.250,0.0,7.0,.000,.136,2.0,2.0,1.000,5.0,5.0,10.0,1.0,0.0,0.0,2.0,1.0,5.0,2013
scottmi01,Luke Ridnour,SG,31,MIN,82,82,30.2,4.5,9.9,.453,0.8,2.6,.311,3.7,7.3,.503,.493,1.7,2.0,.848,0.5,2.0,2.5,3.8,1.0,0.2,1.6,2.3,11.5,2013
sefolth01,Austin Rivers,SG,20,NOH,61,26,23.2,2.4,6.4,.372,0.5,1.4,.326,1.9,5.0,.385,.408,1.0,1.8,.546,0.3,1.5,1.8,2.1,0.4,0.1,1.2,2.0,6.2,2013
selbyjo01,Brian Roberts,PG,27,NOH,78,5,17.0,2.7,6.6,.417,0.8,2.0,.386,2.0,4.6,.430,.475,0.9,1.0,.909,0.2,1.0,1.2,2.8,0.5,0.0,0.9,1.4,7.1,2013
serapke01,Nate Robinson,PG,28,CHI,82,23,25.4,4.9,11.2,.433,1.7,4.2,.405,3.1,7.0,.450,.510,1.6,2.1,.799,0.4,1.9,2.2,4.4,1.0,0.1,1.8,2.5,13.1,2013
shengto01,Thomas Robinson,PF,21,TOT,70,0,15.1,2.0,4.6,.430,0.0,0.0,.000,2.0,4.6,.431,.430,0.8,1.6,.523,1.7,2.8,4.5,0.7,0.6,0.4,1.3,1.8,4.8,2013
shumpim01,Thomas Robinson,PF,21,SAC,51,0,15.9,2.0,4.8,.424,0.0,0.0,,2.0,4.8,.424,.424,0.8,1.4,.577,1.8,2.9,4.7,0.7,0.5,0.4,1.3,1.9,4.8,2013
shvedal01,Thomas Robinson,PF,21,HOU,19,0,13.0,1.8,4.1,.449,0.0,0.1,.000,1.8,4.1,.455,.449,0.8,2.0,.421,1.6,2.5,4.1,0.5,0.8,0.3,1.2,1.5,4.5,2013
simshe01,Rajon Rondo,PG,26,BOS,38,38,37.4,5.9,12.2,.484,0.3,1.3,.240,5.6,10.9,.513,.497,1.6,2.4,.645,1.1,4.4,5.6,11.1,1.8,0.2,3.9,2.5,13.7,2013
singlky01,Terrence Ross,SG,21,TOR,73,2,17.0,2.5,6.3,.407,0.9,2.7,.332,1.7,3.6,.464,.478,0.4,0.6,.714,0.5,1.5,2.0,0.7,0.6,0.2,0.7,1.7,6.4,2013
singlch01,Brandon Roy,SG,28,MIN,5,5,24.4,2.2,7.0,.314,0.0,1.8,.000,2.2,5.2,.423,.314,1.4,2.0,.700,0.6,2.2,2.8,4.6,0.6,0.0,1.4,1.0,5.8,2013
sloando01,Ricky Rubio,PG,22,MIN,57,47,29.7,3.2,9.0,.360,0.5,1.6,.293,2.8,7.4,.374,.386,3.7,4.6,.799,0.8,3.2,4.0,7.3,2.4,0.1,3.0,2.5,10.7,2013
sloando01,Brandon Rush,SF,27,GSW,2,0,12.5,3.0,4.5,.667,0.0,1.0,.000,3.0,3.5,.857,.667,1.0,1.5,.667,0.0,0.5,0.5,1.0,0.0,0.0,1.5,2.5,7.0,2013
sloando01,Robert Sacre,C,23,LAL,32,3,6.3,0.6,1.5,.375,0.0,0.0,,0.6,1.5,.375,.375,0.2,0.3,.636,0.3,0.8,1.1,0.2,0.0,0.3,0.3,1.2,1.3,2013
smithgr02,John Salmons,SF,33,SAC,76,72,30.0,3.2,8.1,.399,1.3,3.5,.371,1.9,4.5,.420,.480,1.1,1.4,.773,0.4,2.3,2.7,3.0,0.7,0.3,1.1,1.9,8.8,2013
smithis01,Samardo Samuels,C,24,CLE,18,1,10.9,1.2,3.3,.367,0.0,0.1,.000,1.2,3.3,.373,.367,0.8,1.3,.583,0.6,1.0,1.6,0.4,0.2,0.2,0.3,1.7,3.2,2013
smithis01,Larry Sanders,C,24,MIL,71,55,27.3,4.3,8.5,.506,0.0,0.0,.000,4.3,8.5,.507,.506,1.2,1.9,.618,3.2,6.3,9.5,1.2,0.7,2.8,1.2,3.3,9.8,2013
smithis01,Luis Scola,PF,32,PHO,82,67,26.6,5.3,11.2,.472,0.0,0.2,.188,5.2,11.0,.477,.474,2.2,2.8,.787,1.9,4.7,6.6,2.2,0.8,0.4,1.5,3.1,12.8,2013
smithjr01,Mike Scott,PF,24,ATL,40,1,9.4,1.8,3.7,.476,0.0,0.0,.000,1.8,3.7,.479,.476,1.1,1.4,.768,1.0,1.8,2.8,0.3,0.1,0.1,0.5,0.8,4.6,2013
smithja02,Thabo Sefolosha,SG,28,OKC,81,81,27.5,2.8,5.8,.481,1.3,3.2,.419,1.4,2.6,.558,.597,0.7,0.9,.826,0.7,3.2,3.9,1.5,1.3,0.5,0.8,2.2,7.6,2013
smithjo03,Josh Selby,PG,21,MEM,10,0,5.9,0.6,2.2,.273,0.1,0.6,.167,0.5,1.6,.313,.295,0.7,1.1,.636,0.0,0.5,0.5,0.4,0.2,0.0,0.7,0.7,2.0,2013
smithno01,Kevin Seraphin,C,23,WAS,79,8,21.8,4.2,9.1,.461,0.0,0.0,,4.2,9.1,.461,.461,0.8,1.1,.693,1.4,3.0,4.4,0.7,0.3,0.7,1.6,2.7,9.1,2013
speigma01,Ramon Sessions,SG,26,CHA,61,0,27.1,4.5,11.1,.408,0.5,1.8,.308,4.0,9.3,.427,.433,4.8,5.7,.839,0.4,2.3,2.8,3.8,0.8,0.1,1.7,1.5,14.4,2013
speigma01,Tornike Shengelia,SF,21,BRK,19,0,4.9,0.5,1.2,.435,0.1,0.1,.500,0.5,1.1,.429,.457,0.5,0.8,.563,0.5,0.7,1.2,0.2,0.2,0.1,0.6,0.6,1.6,2013
speigma01,Iman Shumpert,SG,22,NYK,45,45,22.1,2.4,6.1,.396,1.1,2.8,.402,1.3,3.3,.392,.489,0.8,1.0,.766,0.7,2.3,3.0,1.7,1.0,0.2,0.8,2.2,6.8,2013
splitti01,Alexey Shved,SG,24,MIN,77,16,23.9,3.1,8.2,.372,1.1,3.7,.295,2.0,4.5,.435,.439,1.4,1.9,.720,0.5,1.7,2.3,3.7,0.7,0.4,1.9,1.5,8.6,2013
stackje01,Henry Sims,C,22,NOH,2,0,2.5,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,2.0,2013
stevede01,Kyle Singler,SF,24,DET,82,74,28.0,3.4,7.8,.428,0.9,2.4,.350,2.5,5.4,.464,.483,1.2,1.5,.806,1.3,2.7,4.0,0.9,0.7,0.5,1.2,2.6,8.8,2013
stiemgr01,Chris Singleton,PF,23,WAS,57,11,16.2,1.6,4.2,.382,0.1,0.6,.194,1.5,3.6,.415,.396,0.7,1.2,.571,0.9,2.3,3.2,0.6,0.7,0.4,0.8,2.2,4.1,2013
stoneju01,Donald Sloan,SG-PG,25,TOT,23,0,11.4,1.2,3.4,.346,0.3,0.8,.368,0.9,2.6,.339,.391,0.9,1.1,.800,0.1,1.1,1.2,1.7,0.2,0.0,0.6,0.7,3.5,2013
stoudam01,Donald Sloan,SG,25,CLE,20,0,12.9,1.4,3.9,.346,0.4,1.0,.368,1.0,3.0,.339,.391,1.0,1.3,.800,0.2,1.3,1.4,1.9,0.3,0.0,0.7,0.9,4.1,2013
stuckro01,Donald Sloan,PG,25,NOH,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,2013
sullija01,Greg Smith,C,22,HOU,70,10,15.9,2.4,3.9,.620,0.0,0.0,.000,2.4,3.9,.623,.620,1.2,1.9,.623,1.6,3.0,4.6,0.4,0.3,0.6,0.6,2.5,6.0,2013
summeda01,Ish Smith,PG,24,TOT,52,3,9.9,1.1,3.1,.352,0.2,0.5,.296,0.9,2.5,.364,.377,0.1,0.1,.429,0.2,0.9,1.2,1.7,0.4,0.2,0.7,0.5,2.4,2013
tayloje03,Ish Smith,PG,24,ORL,36,3,10.5,1.1,3.2,.336,0.1,0.5,.235,1.0,2.8,.354,.353,0.1,0.2,.429,0.3,1.0,1.3,1.6,0.4,0.2,0.8,0.4,2.4,2013
tayloty01,Ish Smith,PG,24,MIL,16,0,8.6,1.1,2.7,.395,0.3,0.6,.400,0.8,2.1,.394,.442,0.0,0.0,,0.1,0.9,0.9,1.9,0.5,0.2,0.6,0.8,2.4,2013
teaguje01,J.R. Smith,SG,27,NYK,80,0,33.5,6.6,15.6,.422,1.9,5.5,.356,4.7,10.2,.458,.484,3.0,3.9,.762,0.8,4.5,5.3,2.7,1.3,0.3,1.7,2.8,18.1,2013
teaguma01,Jason Smith,C,26,NOH,51,0,17.2,3.3,6.7,.490,0.0,0.1,.000,3.3,6.6,.496,.490,1.7,2.0,.843,1.3,2.4,3.6,0.7,0.3,0.9,1.1,2.4,8.2,2013
teletmi01,Josh Smith,PF,27,ATL,76,76,35.3,7.2,15.6,.465,0.8,2.6,.303,6.4,12.9,.498,.491,2.2,4.2,.517,1.8,6.7,8.4,4.2,1.2,1.8,3.0,2.3,17.5,2013
telfase01,Nolan Smith,PG,24,POR,40,0,7.2,1.1,2.9,.368,0.2,0.7,.214,0.9,2.2,.419,.395,0.5,0.7,.714,0.2,0.5,0.7,0.9,0.2,0.0,0.7,0.7,2.8,2013
telfase01,Marreese Speights,C,25,TOT,79,3,16.5,3.3,7.4,.445,0.0,0.1,.300,3.3,7.3,.448,.448,1.7,2.2,.771,1.8,3.0,4.9,0.6,0.3,0.7,1.0,2.2,8.3,2013
telfase01,Marreese Speights,C,25,MEM,40,2,14.5,2.7,6.2,.429,0.1,0.1,.400,2.6,6.1,.430,.433,1.2,1.7,.716,1.9,2.8,4.7,0.5,0.3,0.7,0.9,2.2,6.6,2013
templga01,Marreese Speights,C,25,CLE,39,1,18.5,3.9,8.6,.457,0.0,0.1,.200,3.9,8.5,.461,.458,2.2,2.8,.806,1.8,3.3,5.1,0.7,0.4,0.7,1.2,2.3,10.2,2013
terryja01,Tiago Splitter,PF,28,SAS,81,58,24.7,3.9,7.0,.560,0.0,0.0,.000,3.9,6.9,.561,.560,2.6,3.5,.730,1.8,4.6,6.4,1.6,0.8,0.8,1.2,2.0,10.3,2013
thabeha01,Jerry Stackhouse,SF,38,BRK,37,0,14.7,1.8,4.6,.384,0.8,2.4,.337,1.0,2.2,.434,.471,0.5,0.6,.870,0.1,0.8,0.9,0.9,0.2,0.1,0.6,0.8,4.9,2013
thomais02,Lance Stephenson,SG,22,IND,78,72,29.2,3.5,7.7,.460,0.8,2.4,.330,2.7,5.3,.520,.512,1.0,1.5,.652,0.6,3.3,3.9,2.9,1.0,0.2,1.4,2.1,8.8,2013
thomaku01,DeShawn Stevenson,SG,31,ATL,56,31,20.7,1.8,4.7,.374,1.4,3.7,.364,0.4,0.9,.415,.519,0.2,0.4,.522,0.3,1.9,2.2,0.9,0.5,0.1,0.4,1.2,5.1,2013
thomala01,Greg Stiemsma,C,27,MIN,76,19,15.9,1.7,3.7,.457,0.0,0.0,,1.7,3.7,.457,.457,0.7,0.9,.768,0.8,2.6,3.4,0.4,0.6,1.2,0.8,2.4,4.0,2013
thomama01,Julyan Stone,PG,24,DEN,4,0,7.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.8,1.0,.750,0.5,0.3,0.8,0.5,0.3,0.0,0.5,1.0,1.8,2013
thomama01,Amar'e Stoudemire,PF,30,NYK,29,0,23.5,5.3,9.2,.577,0.0,0.0,,5.3,9.2,.577,.577,3.6,4.5,.808,2.1,2.9,5.0,0.4,0.3,0.7,1.7,3.1,14.2,2013
thomama01,Rodney Stuckey,SG,26,DET,76,24,28.6,4.0,9.8,.406,0.7,2.4,.302,3.3,7.4,.440,.443,2.8,3.6,.783,0.6,2.2,2.8,3.6,0.7,0.2,1.8,1.7,11.5,2013
thomaty01,Jared Sullinger,PF,20,BOS,45,5,19.8,2.5,5.0,.493,0.0,0.1,.200,2.4,4.9,.500,.496,1.0,1.4,.746,2.0,3.8,5.9,0.8,0.5,0.5,0.6,3.4,6.0,2013
thompja02,DaJuan Summers,PF,25,LAC,2,0,3.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,2013
thomptr01,Jeffery Taylor,SF,23,CHA,77,29,19.6,2.2,5.2,.431,0.7,2.0,.344,1.5,3.2,.486,.497,1.0,1.3,.728,0.7,1.3,1.9,0.8,0.6,0.2,0.6,1.8,6.1,2013
thornma01,Tyshawn Taylor,PG,22,BRK,38,0,5.8,0.8,2.3,.368,0.2,0.3,.462,0.7,1.9,.351,.402,0.4,0.7,.556,0.1,0.4,0.5,0.6,0.3,0.0,0.7,0.7,2.2,2013
tinslja01,Jeff Teague,PG,24,ATL,80,78,32.9,5.5,12.2,.451,1.1,3.1,.359,4.4,9.1,.482,.496,2.5,2.8,.881,0.3,1.9,2.3,7.2,1.5,0.4,2.9,2.3,14.6,2013
tollian01,Marquis Teague,PG,19,CHI,48,0,8.2,0.9,2.4,.381,0.1,0.5,.174,0.8,1.9,.433,.398,0.2,0.3,.563,0.1,0.9,0.9,1.3,0.2,0.1,0.7,1.0,2.1,2013
tuckepj01,Mirza Teletovic,PF,27,BRK,53,0,9.4,1.3,3.5,.384,0.7,2.0,.343,0.6,1.5,.442,.484,0.2,0.2,.818,0.6,1.2,1.8,0.4,0.2,0.2,0.4,1.0,3.5,2013
turiaro01,Sebastian Telfair,PG,27,TOT,59,2,16.6,1.9,5.2,.362,0.9,2.5,.353,1.0,2.7,.371,.448,0.9,1.2,.783,0.2,1.2,1.4,2.6,0.6,0.2,1.1,1.8,5.6,2013
turkohe01,Sebastian Telfair,PG,27,PHO,46,2,17.3,2.0,5.4,.381,0.9,2.5,.381,1.1,2.9,.381,.468,1.0,1.2,.772,0.3,1.2,1.5,2.5,0.6,0.2,1.2,1.8,6.0,2013
turneev01,Sebastian Telfair,PG,27,TOR,13,0,14.2,1.4,4.8,.290,0.8,2.8,.270,0.6,1.9,.320,.371,0.8,0.9,.833,0.1,1.2,1.2,3.0,0.7,0.1,0.8,1.5,4.3,2013
tylerje01,Garrett Temple,SG,26,WAS,51,36,22.7,2.1,5.1,.407,0.5,1.6,.325,1.5,3.5,.444,.457,0.5,0.7,.703,0.6,1.8,2.4,2.3,1.0,0.3,1.2,1.8,5.1,2013
tylerje01,Jason Terry,SG,35,BOS,79,24,26.9,3.6,8.2,.434,1.6,4.2,.372,2.0,4.0,.498,.529,1.4,1.7,.870,0.2,1.8,2.0,2.5,0.8,0.1,1.3,1.4,10.1,2013
tylerje01,Hasheem Thabeet,C,25,OKC,66,4,11.7,1.0,1.6,.604,0.0,0.0,,1.0,1.6,.604,.604,0.5,0.8,.604,1.0,1.9,3.0,0.2,0.5,0.9,0.6,2.2,2.4,2013
udohek01,Isaiah Thomas,PG,23,SAC,79,62,26.9,4.6,10.5,.440,1.5,4.1,.358,3.2,6.5,.491,.509,3.2,3.6,.882,0.4,1.7,2.0,4.0,0.8,0.0,1.8,2.1,13.9,2013
udrihbe01,Kurt Thomas,PF,40,NYK,39,17,10.1,1.2,2.1,.542,0.0,0.0,1.000,1.1,2.1,.537,.548,0.2,0.3,.462,0.6,1.7,2.3,0.5,0.3,0.4,0.2,1.3,2.5,2013
udrihbe01,Lance Thomas,SF,24,NOH,59,9,10.9,0.9,1.8,.500,0.0,0.0,,0.9,1.8,.500,.500,0.7,1.0,.729,0.7,1.2,1.9,0.3,0.2,0.1,0.2,1.3,2.5,2013
udrihbe01,Malcolm Thomas,PF,24,TOT,12,0,4.8,0.4,0.8,.500,0.0,0.0,,0.4,0.8,.500,.500,0.4,0.7,.625,0.4,0.9,1.3,0.3,0.2,0.2,0.3,0.7,1.3,2013
valanjo01,Malcolm Thomas,PF,24,GSW,5,0,4.2,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.6,0.8,.750,0.0,1.0,1.0,0.4,0.0,0.2,0.2,0.2,0.6,2013
varejan01,Malcolm Thomas,PF,24,CHI,7,0,5.1,0.7,1.3,.556,0.0,0.0,,0.7,1.3,.556,.556,0.3,0.6,.500,0.7,0.9,1.6,0.3,0.3,0.1,0.3,1.0,1.7,2013
varnaja01,Tyrus Thomas,PF,26,CHA,26,2,13.8,1.8,5.2,.353,0.1,0.3,.375,1.7,4.9,.352,.364,1.0,1.2,.839,0.6,1.7,2.3,0.7,0.5,0.6,0.7,2.0,4.8,2013
varnaja01,Jason Thompson,PF,26,SAC,82,81,27.9,4.6,9.1,.502,0.0,0.0,.000,4.6,9.0,.504,.502,1.7,2.5,.694,2.1,4.6,6.7,1.0,0.6,0.7,1.2,2.8,10.9,2013
varnaja01,Klay Thompson,SG,22,GSW,82,82,35.8,6.2,14.7,.422,2.6,6.4,.401,3.6,8.3,.437,.509,1.6,1.9,.841,0.4,3.3,3.7,2.2,1.0,0.5,1.9,2.9,16.6,2013
vasqugr01,Tristan Thompson,PF,21,CLE,82,82,31.3,4.8,9.7,.488,0.0,0.0,.000,4.8,9.7,.490,.488,2.2,3.5,.608,3.7,5.7,9.4,1.3,0.7,0.9,1.5,2.9,11.7,2013
veselja01,Marcus Thornton,SG,25,SAC,72,8,24.0,4.6,10.8,.429,2.0,5.3,.372,2.7,5.5,.484,.520,1.5,1.8,.881,0.7,1.8,2.5,1.3,0.8,0.1,0.9,1.5,12.7,2013
villach01,Jamaal Tinsley,PG,34,UTA,66,32,18.5,1.3,3.5,.368,0.6,1.9,.307,0.7,1.6,.439,.451,0.3,0.4,.692,0.3,1.5,1.7,4.4,1.0,0.2,1.6,1.6,3.5,2013
vucevni01,Anthony Tolliver,SF,27,ATL,62,11,15.5,1.3,3.5,.380,0.7,2.1,.338,0.6,1.3,.446,.484,0.7,0.8,.863,0.5,2.0,2.5,0.5,0.2,0.2,0.6,1.1,4.1,2013
waitedi01,P.J. Tucker,SG,27,PHO,79,45,24.2,2.7,5.6,.473,0.3,0.9,.314,2.4,4.7,.503,.498,0.8,1.1,.744,1.7,2.8,4.4,1.4,0.8,0.2,0.8,1.8,6.4,2013
walkeke02,Ronny Turiaf,C,30,LAC,65,0,10.8,0.8,1.5,.505,0.0,0.0,,0.8,1.5,.505,.505,0.4,1.0,.365,0.7,1.6,2.3,0.5,0.3,0.5,0.4,1.2,1.9,2013
walljo01,Hedo Turkoglu,SF,33,ORL,11,1,17.2,1.3,4.8,.264,0.1,2.2,.042,1.2,2.6,.448,.274,0.3,0.5,.500,0.4,2.0,2.4,2.1,0.6,0.1,1.1,1.0,2.9,2013
wallage01,Evan Turner,SF,24,PHI,82,82,35.3,5.4,12.8,.419,0.7,1.9,.365,4.7,10.9,.428,.446,1.9,2.5,.740,0.7,5.6,6.3,4.3,0.9,0.2,2.3,2.4,13.3,2013
wallara01,Jeremy Tyler,C,21,TOT,21,0,3.2,0.4,1.1,.375,0.0,0.0,,0.4,1.1,.375,.375,0.2,0.3,.667,0.3,0.7,1.0,0.0,0.0,0.1,0.3,0.5,1.0,2013
waltolu01,Jeremy Tyler,C,21,GSW,20,0,3.2,0.5,1.2,.375,0.0,0.0,,0.5,1.2,.375,.375,0.2,0.3,.667,0.3,0.6,0.9,0.1,0.1,0.1,0.3,0.5,1.1,2013
warriha01,Jeremy Tyler,C,21,ATL,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
warriha01,Ekpe Udoh,C,25,MIL,76,9,17.3,1.5,3.5,.435,0.0,0.0,.000,1.5,3.5,.437,.435,1.2,1.6,.748,1.5,1.8,3.3,0.6,0.5,1.1,0.6,1.8,4.3,2013
warriha01,Beno Udrih,SG-PG,30,TOT,66,9,22.1,3.2,7.2,.441,0.5,1.5,.333,2.7,5.7,.471,.477,1.3,1.6,.816,0.5,1.6,2.1,4.6,0.6,0.0,1.6,1.4,8.2,2013
watsocj01,Beno Udrih,SG,30,MIL,39,0,18.4,2.9,6.1,.475,0.3,1.3,.265,2.6,4.8,.529,.502,0.6,0.8,.727,0.4,1.6,2.0,3.5,0.4,0.1,1.4,1.0,6.7,2013
watsoea01,Beno Udrih,PG,30,ORL,27,9,27.3,3.6,8.8,.408,0.8,2.0,.396,2.8,6.9,.411,.452,2.2,2.6,.857,0.6,1.7,2.3,6.1,0.9,0.0,2.0,1.9,10.2,2013
waynsma01,Jonas Valanciunas,C,20,TOR,62,57,23.9,3.3,5.9,.557,0.0,0.0,,3.3,5.9,.557,.557,2.4,3.0,.789,2.0,4.0,6.0,0.7,0.3,1.3,1.5,3.0,8.9,2013
waynsma01,Anderson Varejao,C,30,CLE,25,25,36.0,5.5,11.6,.478,0.0,0.2,.000,5.5,11.4,.486,.478,3.1,4.1,.755,5.5,8.9,14.4,3.4,1.5,0.6,1.8,2.7,14.1,2013
waynsma01,Jarvis Varnado,PF,24,TOT,13,0,4.5,0.2,0.5,.429,0.0,0.0,,0.2,0.5,.429,.429,0.2,0.3,.500,0.2,0.5,0.7,0.2,0.1,0.2,0.5,0.8,0.6,2013
webstma02,Jarvis Varnado,PF,24,BOS,5,0,3.6,0.4,0.8,.500,0.0,0.0,,0.4,0.8,.500,.500,0.4,0.8,.500,0.2,0.4,0.6,0.2,0.2,0.0,0.2,0.2,1.2,2013
westda01,Jarvis Varnado,PF,24,MIA,8,0,5.0,0.1,0.4,.333,0.0,0.0,,0.1,0.4,.333,.333,0.0,0.0,,0.1,0.6,0.8,0.3,0.0,0.3,0.6,1.1,0.3,2013
westbru01,Greivis Vasquez,PG,26,NOH,78,78,34.4,5.6,13.0,.433,1.1,3.1,.342,4.6,9.9,.462,.474,1.6,2.0,.805,0.6,3.8,4.3,9.0,0.8,0.1,3.2,2.4,13.9,2013
whitedj01,Jan Vesely,PF,22,WAS,51,4,11.8,1.1,2.2,.500,0.0,0.0,.000,1.1,2.2,.504,.500,0.2,0.8,.308,0.8,1.5,2.4,0.5,0.3,0.3,0.5,2.1,2.5,2013
whiteja02,Charlie Villanueva,PF,28,DET,69,0,15.8,2.5,6.7,.377,1.3,3.8,.347,1.2,3.0,.415,.474,0.4,0.7,.551,0.7,2.8,3.5,0.8,0.4,0.6,0.6,1.4,6.8,2013
