ID,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,Year
crawfja01,Brian Cook,PF,30,LAC,40,0,11.2,1.8,4.3,.424,0.9,2.0,.430,1.0,2.3,.418,.524,0.4,0.6,.625,0.5,1.9,2.4,0.4,0.3,0.3,0.6,1.9,4.8,2011
crawfjo02,Daequan Cook,SG,23,OKC,43,0,13.9,1.8,4.2,.436,1.5,3.6,.422,0.3,0.6,.519,.616,0.4,0.5,.800,0.2,1.5,1.7,0.5,0.3,0.0,0.4,1.2,5.6,2011
crawfjo02,Marcus Cousin,C,24,UTA,4,0,4.5,0.5,0.8,.667,0.0,0.0,,0.5,0.8,.667,.667,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.3,0.3,0.3,1.0,2011
crawfjo02,DeMarcus Cousins,C,20,SAC,81,62,28.5,5.3,12.4,.430,0.0,0.2,.167,5.3,12.2,.435,.432,3.4,5.0,.687,2.7,6.0,8.6,2.5,1.0,0.8,3.3,4.1,14.1,2011
cunnida01,Jamal Crawford,SG,30,ATL,76,0,30.2,4.8,11.5,.421,1.6,4.6,.341,3.3,6.9,.474,.489,2.9,3.4,.854,0.3,1.4,1.7,3.2,0.8,0.2,1.9,1.3,14.2,2011
cunnida01,Jordan Crawford,SG,22,TOT,42,18,24.5,4.6,11.9,.384,0.8,3.0,.258,3.8,8.9,.427,.417,1.7,2.0,.869,0.7,1.8,2.5,2.8,0.9,0.1,2.0,1.5,11.7,2011
cunnida01,Jordan Crawford,SG,22,ATL,16,0,10.0,1.7,4.8,.351,0.6,1.7,.333,1.1,3.1,.360,.409,0.3,0.4,.667,0.6,1.2,1.8,0.9,0.2,0.0,0.9,0.8,4.2,2011
curryst01,Jordan Crawford,SG,22,WAS,26,18,33.3,6.3,16.3,.390,0.9,3.9,.238,5.4,12.4,.438,.418,2.7,3.0,.885,0.8,2.1,3.0,3.9,1.4,0.1,2.6,1.9,16.3,2011
dampier01,Dante Cunningham,PF,23,TOT,78,18,21.0,2.8,6.1,.462,0.0,0.2,.077,2.8,5.9,.473,.463,0.6,0.8,.726,1.2,2.3,3.6,0.6,0.7,0.6,0.7,2.3,6.2,2011
daniean01,Dante Cunningham,PF,23,POR,56,9,19.8,2.3,5.2,.433,0.0,0.1,.000,2.3,5.1,.439,.433,0.6,0.8,.711,1.3,2.1,3.4,0.5,0.7,0.6,0.6,2.5,5.1,2011
daniema01,Dante Cunningham,PF,23,CHA,22,9,24.0,4.2,8.2,.508,0.0,0.4,.111,4.1,7.8,.529,.511,0.6,0.8,.765,1.0,3.0,4.0,0.6,0.7,0.5,0.8,1.7,9.0,2011
davisba01,Stephen Curry,PG,22,GSW,74,74,33.6,6.8,14.2,.480,2.0,4.6,.442,4.8,9.6,.498,.551,2.9,3.1,.934,0.7,3.2,3.9,5.8,1.5,0.3,3.1,3.1,18.6,2011
davisba01,Samuel Dalembert,C,29,SAC,80,46,24.2,3.4,7.1,.473,0.0,0.0,.000,3.4,7.1,.474,.473,1.4,1.9,.730,2.7,5.6,8.2,0.8,0.5,1.5,1.7,2.8,8.1,2011
davisba01,Erick Dampier,C,35,MIA,51,22,16.0,1.0,1.7,.584,0.0,0.0,.000,1.0,1.7,.591,.584,0.5,0.9,.545,1.0,2.4,3.5,0.4,0.3,0.9,0.6,1.6,2.5,2011
davised01,Antonio Daniels,PG,35,PHI,4,0,8.8,0.5,1.3,.400,0.0,0.5,.000,0.5,0.8,.667,.400,0.5,0.5,1.000,0.0,1.3,1.3,0.5,0.0,0.0,0.3,0.0,1.5,2011
davisgl01,Marquis Daniels,SF,30,BOS,49,0,19.1,2.3,4.7,.491,0.1,0.4,.190,2.2,4.3,.521,.500,0.8,1.2,.684,0.5,1.8,2.3,1.3,0.8,0.4,0.8,1.3,5.5,2011
dayeau01,Baron Davis,PG,31,TOT,58,44,28.4,5.0,11.9,.417,1.4,4.1,.339,3.6,7.8,.458,.475,1.7,2.3,.771,0.6,2.1,2.7,6.7,1.3,0.5,2.5,2.5,13.1,2011
delfica01,Baron Davis,PG,31,LAC,43,35,29.5,5.0,12.0,.416,1.0,3.5,.296,3.9,8.4,.466,.459,1.8,2.4,.760,0.7,2.1,2.8,7.0,1.4,0.5,2.5,2.7,12.8,2011
denglu01,Baron Davis,PG,31,CLE,15,9,25.3,5.0,11.9,.421,2.4,5.8,.414,2.6,6.1,.429,.522,1.5,1.8,.815,0.4,2.0,2.4,6.1,1.1,0.4,2.6,1.9,13.9,2011
derozde01,Ed Davis,PF,21,TOR,65,17,24.6,3.3,5.7,.576,0.0,0.0,,3.3,5.7,.576,.576,1.1,2.0,.555,2.6,4.5,7.1,0.6,0.6,1.0,0.7,2.8,7.7,2011
diawbo01,Glen Davis,C,25,BOS,78,13,29.5,4.6,10.3,.448,0.0,0.2,.133,4.6,10.1,.454,.449,2.5,3.4,.736,1.3,4.2,5.4,1.2,1.0,0.4,1.1,3.0,11.7,2011
dioguik01,Austin Daye,SF,22,DET,72,16,20.1,2.7,6.5,.410,1.0,2.4,.401,1.7,4.2,.415,.483,1.1,1.5,.759,0.9,2.9,3.8,1.1,0.5,0.5,0.8,2.3,7.5,2011
diopde01,Carlos Delfino,SF,28,MIL,49,40,32.4,4.1,10.5,.390,2.1,5.8,.370,1.9,4.7,.415,.492,1.2,1.5,.800,0.5,3.6,4.1,2.3,1.6,0.2,1.2,1.5,11.5,2011
doolike01,Luol Deng,SF,25,CHI,82,82,39.1,6.5,14.1,.460,1.4,4.1,.345,5.1,10.0,.506,.510,3.1,4.1,.753,1.4,4.4,5.8,2.8,1.0,0.6,1.9,2.0,17.4,2011
dorsejo01,DeMar DeRozan,SG,21,TOR,82,82,34.8,6.6,14.1,.467,0.1,0.6,.096,6.5,13.4,.485,.469,4.0,4.9,.813,0.9,2.9,3.8,1.8,1.0,0.4,1.8,2.6,17.2,2011
douglto01,Boris Diaw,PF,28,CHA,82,82,33.9,4.6,9.4,.492,1.0,2.8,.345,3.7,6.7,.553,.543,1.0,1.5,.683,1.3,3.8,5.0,4.1,0.9,0.6,2.0,2.3,11.3,2011
douglch01,Ike Diogu,PF,27,LAC,36,0,13.1,2.3,4.1,.561,0.0,0.0,,2.3,4.1,.561,.561,1.1,1.7,.661,1.1,2.1,3.2,0.1,0.1,0.1,0.6,2.0,5.8,2011
dowdeza01,DeSagana Diop,C,29,CHA,16,0,11.3,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.3,0.7,.364,0.8,1.8,2.5,0.4,0.3,0.9,0.7,1.6,1.3,2011
dragigo01,Keyon Dooling,PG,30,MIL,80,22,22.0,2.6,6.5,.397,1.0,2.9,.346,1.6,3.6,.439,.475,1.0,1.2,.830,0.2,1.3,1.5,3.0,0.7,0.1,1.1,1.5,7.1,2011
dragigo01,Joey Dorsey,C,27,TOR,43,9,12.1,1.2,2.3,.525,0.0,0.0,,1.2,2.3,.525,.525,0.7,1.5,.477,1.8,2.6,4.4,0.6,0.6,0.4,0.9,1.8,3.1,2011
dragigo01,Toney Douglas,SG,24,NYK,81,9,24.3,3.9,9.3,.416,1.8,4.7,.373,2.1,4.6,.460,.511,1.0,1.3,.794,0.8,2.2,3.0,3.0,1.1,0.0,1.1,2.2,10.6,2011
dudleja01,Chris Douglas-Roberts,SF,24,MIL,44,12,20.1,2.7,6.2,.429,0.3,1.0,.326,2.3,5.2,.449,.456,1.7,2.0,.831,0.2,1.8,2.0,1.1,0.7,0.3,0.8,1.7,7.3,2011
duncati01,Zabian Dowdell,PG,26,PHO,24,0,12.2,2.1,5.2,.408,0.1,0.4,.300,2.0,4.8,.417,.420,0.7,0.7,.941,0.2,0.6,0.8,2.1,0.8,0.1,1.2,1.3,5.0,2011
dunlemi02,Goran Dragic,PG,24,TOT,70,5,17.6,2.7,6.3,.435,0.8,2.2,.361,1.9,4.1,.476,.499,1.2,1.9,.624,0.5,1.5,2.0,2.9,0.7,0.1,1.7,1.8,7.5,2011
duprero01,Goran Dragic,PG,24,PHO,48,2,17.8,2.8,6.6,.421,0.6,2.1,.277,2.2,4.5,.488,.465,1.2,2.0,.608,0.5,1.3,1.8,3.1,0.8,0.1,2.0,1.9,7.4,2011
duranke01,Goran Dragic,PG,24,HOU,22,3,17.2,2.7,5.7,.472,1.3,2.5,.519,1.4,3.2,.437,.584,1.1,1.6,.667,0.5,2.0,2.5,2.5,0.6,0.2,1.0,1.6,7.7,2011
ebankde01,Jared Dudley,SF,25,PHO,82,15,26.1,3.7,7.7,.477,1.3,3.1,.415,2.4,4.6,.519,.560,2.0,2.7,.743,1.4,2.5,3.9,1.3,1.1,0.2,0.9,1.7,10.6,2011
ellinwa01,Chris Duhon,PG,28,ORL,51,5,15.2,1.0,2.5,.380,0.3,1.0,.250,0.7,1.5,.468,.430,0.3,0.5,.560,0.2,0.8,1.0,2.3,0.3,0.0,1.2,0.6,2.5,2011
ellismo01,Tim Duncan,C,34,SAS,76,76,28.4,5.5,11.0,.500,0.0,0.1,.000,5.5,11.0,.502,.500,2.4,3.4,.716,2.2,6.7,8.9,2.7,0.7,1.9,1.6,1.6,13.4,2011
elsonfr01,Mike Dunleavy,SG,30,IND,61,44,27.6,3.9,8.5,.462,1.7,4.2,.402,2.3,4.4,.519,.560,1.6,2.0,.800,0.5,4.1,4.5,1.7,0.7,0.5,1.1,1.8,11.2,2011
elyme01,Ronald Dupree,SF,30,TOR,3,0,4.3,0.3,1.3,.250,0.0,0.3,.000,0.3,1.0,.333,.250,0.0,0.0,,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.7,0.7,2011
erdense01,Kevin Durant,SF,22,OKC,78,78,38.9,9.1,19.7,.462,1.9,5.3,.350,7.3,14.4,.504,.509,7.6,8.7,.880,0.7,6.1,6.8,2.7,1.1,1.0,2.8,2.0,27.7,2011
erdense01,Devin Ebanks,SG,21,LAL,20,0,5.9,1.1,2.6,.412,0.1,0.3,.400,1.0,2.3,.413,.431,0.9,1.2,.783,0.8,0.6,1.4,0.1,0.2,0.3,0.3,0.4,3.1,2011
erdense01,Wayne Ellington,SG,23,MIN,62,8,19.0,2.6,6.4,.403,0.8,2.0,.397,1.8,4.5,.406,.463,0.7,0.9,.792,0.4,1.3,1.7,1.2,0.5,0.0,0.9,1.4,6.6,2011
evansje01,Monta Ellis,SG,25,GSW,80,80,40.3,9.1,20.1,.451,1.7,4.7,.361,7.4,15.4,.478,.493,4.3,5.4,.789,0.6,3.0,3.5,5.6,2.1,0.3,3.2,2.5,24.1,2011
evansma01,Francisco Elson,C,34,UTA,62,1,9.8,0.9,1.8,.478,0.0,0.0,,0.9,1.8,.478,.478,0.4,0.5,.839,0.6,1.3,1.9,0.5,0.3,0.2,0.5,1.4,2.2,2011
evansma01,Melvin Ely,C,32,DEN,30,2,12.2,0.9,1.7,.549,0.0,0.0,,0.9,1.7,.549,.549,0.4,0.7,.619,0.9,1.6,2.5,0.5,0.1,0.4,0.5,1.7,2.3,2011
evansma01,Semih Erden,C,24,TOT,41,8,14.5,1.5,2.7,.559,0.0,0.0,,1.5,2.7,.559,.559,1.0,1.5,.650,0.9,2.0,2.9,0.5,0.4,0.6,0.8,2.5,4.0,2011
evansre01,Semih Erden,C,24,BOS,37,7,14.4,1.6,2.6,.598,0.0,0.0,,1.6,2.6,.598,.598,0.9,1.5,.630,0.8,2.1,2.9,0.5,0.4,0.6,0.9,2.5,4.1,2011
evansty01,Semih Erden,C,24,CLE,4,1,16.0,1.0,3.5,.286,0.0,0.0,,1.0,3.5,.286,.286,1.3,1.5,.833,1.5,1.3,2.8,0.3,0.5,0.8,0.5,3.0,3.3,2011
ewingpa02,Jeremy Evans,SF,23,UTA,49,3,9.4,1.6,2.3,.661,0.0,0.0,.000,1.6,2.3,.667,.661,0.5,0.8,.703,0.7,1.2,2.0,0.5,0.3,0.3,0.4,1.0,3.6,2011
eyengch01,Maurice Evans,SF,32,TOT,73,24,21.2,2.4,5.8,.417,0.8,2.3,.329,1.7,3.5,.475,.482,0.7,0.8,.897,0.7,1.4,2.1,0.6,0.5,0.2,0.5,1.8,6.3,2011
farmajo01,Maurice Evans,SF,32,ATL,47,12,17.8,1.7,4.3,.393,0.6,1.9,.315,1.1,2.4,.455,.463,0.5,0.6,.857,0.5,1.3,1.8,0.6,0.3,0.1,0.3,1.6,4.5,2011
favorde01,Maurice Evans,SF,32,WAS,26,12,27.4,3.8,8.6,.439,1.0,3.0,.346,2.7,5.6,.490,.500,1.1,1.2,.933,1.1,1.7,2.8,0.6,0.7,0.3,0.7,2.1,9.7,2011
favorde01,Reggie Evans,PF,30,TOR,30,18,26.6,1.4,3.4,.408,0.0,0.0,.000,1.4,3.4,.412,.408,1.6,2.9,.545,4.0,7.5,11.5,1.3,1.0,0.2,1.3,3.0,4.4,2011
favorde01,Tyreke Evans,SG,21,SAC,57,53,37.0,6.7,16.4,.409,0.8,2.6,.291,5.9,13.8,.432,.432,3.6,4.7,.771,0.8,4.0,4.8,5.6,1.5,0.5,3.2,2.5,17.8,2011
feltora01,Patrick Ewing,SF,26,NOH,7,0,2.7,0.0,0.7,.000,0.0,0.3,.000,0.0,0.4,.000,.000,0.4,0.6,.750,0.1,0.1,0.3,0.3,0.0,0.1,0.1,0.1,0.4,2011
feltora01,Christian Eyenga,SF,21,CLE,44,18,21.5,3.0,7.0,.425,0.6,2.1,.275,2.4,4.9,.488,.466,0.4,0.6,.643,0.6,2.2,2.8,0.8,0.8,0.6,1.1,1.8,6.9,2011
fernaru01,Jordan Farmar,PG,24,NJN,73,18,24.6,3.5,8.9,.392,1.5,4.2,.359,2.0,4.8,.421,.475,1.1,1.4,.820,0.3,2.0,2.4,5.0,0.8,0.1,1.9,1.8,9.6,2011
fesenky01,Derrick Favors,PF,19,TOT,78,27,19.7,2.8,5.3,.517,0.0,0.0,,2.8,5.3,.517,.517,1.3,2.2,.595,2.2,3.1,5.3,0.5,0.4,0.9,1.0,3.2,6.8,2011
fieldla01,Derrick Favors,PF,19,NJN,56,23,19.5,2.5,4.9,.511,0.0,0.0,,2.5,4.9,.511,.511,1.3,2.1,.612,2.3,3.1,5.3,0.4,0.3,0.7,1.0,3.3,6.3,2011
fishede01,Derrick Favors,PF,19,UTA,22,4,20.2,3.4,6.4,.529,0.0,0.0,,3.4,6.4,.529,.529,1.5,2.6,.561,2.0,3.2,5.2,0.8,0.5,1.2,1.0,2.9,8.2,2011
flynnjo01,Raymond Felton,PG-SG,26,TOT,75,54,36.5,5.7,13.4,.425,1.5,4.4,.353,4.1,9.0,.460,.483,2.6,3.2,.805,0.6,2.9,3.6,8.3,1.7,0.1,2.9,2.0,15.5,2011
forbega01,Raymond Felton,PG,26,NYK,54,54,38.4,6.3,14.8,.423,1.6,5.0,.328,4.6,9.9,.471,.478,2.9,3.4,.867,0.7,2.9,3.6,9.0,1.8,0.2,3.3,2.1,17.1,2011
fordtj01,Raymond Felton,SG,26,DEN,21,0,31.6,4.2,9.7,.431,1.3,2.9,.459,2.9,6.8,.420,.500,1.8,2.9,.617,0.4,3.2,3.6,6.5,1.3,0.0,2.1,1.8,11.5,2011
fosteje01,Rudy Fernandez,SG,25,POR,78,3,23.3,2.7,7.4,.370,1.5,4.6,.321,1.2,2.7,.453,.471,1.6,1.9,.863,0.5,1.7,2.2,2.5,1.1,0.2,1.1,1.7,8.6,2011
foyera01,Kyrylo Fesenko,C,24,UTA,53,1,8.6,0.8,1.9,.440,0.0,0.0,.000,0.8,1.9,.444,.440,0.3,0.9,.391,0.6,1.4,2.0,0.3,0.1,0.3,0.5,1.7,2.0,2011
fryech01,Landry Fields,SG,22,NYK,82,81,31.0,3.6,7.3,.497,1.0,2.7,.393,2.6,4.7,.556,.568,1.4,1.8,.769,1.3,5.1,6.4,1.9,1.0,0.2,1.3,1.4,9.7,2011
gadzuda01,Derek Fisher,PG,36,LAL,82,82,28.0,2.5,6.5,.389,0.8,1.9,.396,1.7,4.5,.386,.449,1.0,1.3,.806,0.2,1.7,1.9,2.7,1.2,0.1,0.9,2.3,6.8,2011
gadzuda01,Jonny Flynn,PG,21,MIN,53,8,18.5,2.0,5.6,.365,0.6,1.9,.310,1.5,3.7,.393,.417,0.6,0.8,.762,0.2,1.2,1.5,3.4,0.6,0.1,2.1,1.1,5.3,2011
gadzuda01,Gary Forbes,SF,25,DEN,63,11,12.6,2.0,4.3,.454,0.3,0.9,.328,1.7,3.4,.488,.489,0.9,1.4,.678,0.4,1.4,1.8,0.8,0.4,0.1,0.7,1.2,5.2,2011
gainesu01,T.J. Ford,PG,27,IND,41,3,18.9,2.2,5.8,.386,0.1,0.8,.188,2.1,5.0,.417,.398,0.9,1.2,.729,0.4,1.6,2.0,3.4,0.9,0.2,1.5,1.7,5.4,2011
gainesu01,Jeff Foster,C,34,IND,56,3,16.8,1.4,3.0,.479,0.0,0.1,.000,1.4,2.9,.488,.479,0.5,0.9,.563,2.9,3.4,6.3,0.8,0.4,0.6,0.5,2.3,3.3,2011
gainesu01,Randy Foye,SG,27,LAC,63,24,24.6,3.3,8.4,.388,1.1,3.4,.327,2.1,5.0,.430,.455,2.1,2.4,.893,0.2,1.4,1.6,2.7,0.7,0.3,1.5,1.9,9.8,2011
gainesu01,Channing Frye,PF,27,PHO,77,64,33.0,4.6,10.8,.432,2.2,5.7,.390,2.4,5.1,.479,.535,1.2,1.4,.832,0.8,5.8,6.7,1.2,0.6,1.0,0.9,3.5,12.7,2011
gallida01,Dan Gadzuric,C-PF,32,TOT,42,9,11.0,1.3,3.1,.419,0.0,0.0,.000,1.3,3.0,.422,.419,0.2,0.6,.370,1.7,1.5,3.2,0.3,0.3,0.7,0.7,2.2,2.8,2011
gallida01,Dan Gadzuric,C,32,GSW,28,4,10.6,1.3,3.1,.420,0.0,0.0,.000,1.3,3.1,.425,.420,0.2,0.5,.357,1.9,1.2,3.1,0.4,0.4,0.6,0.8,2.3,2.8,2011
gallida01,Dan Gadzuric,PF,32,NJN,14,5,11.9,1.2,2.9,.415,0.0,0.0,,1.2,2.9,.415,.415,0.4,0.9,.385,1.3,2.2,3.5,0.2,0.2,0.8,0.6,2.0,2.8,2011
garcifr01,Sundiata Gaines,PG,24,TOT,24,0,12.5,1.8,4.4,.400,0.4,1.6,.237,1.4,2.8,.493,.443,0.8,1.5,.500,0.5,1.0,1.6,1.8,0.7,0.0,1.1,1.0,4.6,2011
garneke01,Sundiata Gaines,PG,24,MIN,8,0,8.1,0.9,2.8,.318,0.3,0.8,.333,0.6,2.0,.313,.364,0.6,1.3,.500,0.1,0.6,0.8,0.8,0.4,0.0,0.8,0.5,2.6,2011
gasolma01,Sundiata Gaines,PG,24,TOR,6,0,15.0,2.5,5.8,.429,0.5,2.5,.200,2.0,3.3,.600,.471,0.3,1.0,.333,0.3,1.0,1.3,1.8,0.7,0.2,1.3,1.7,5.8,2011
gasolpa01,Sundiata Gaines,PG,24,NJN,10,0,14.6,2.0,4.8,.417,0.4,1.7,.235,1.6,3.1,.516,.458,1.1,2.0,.550,1.0,1.4,2.4,2.5,0.9,0.0,1.3,1.1,5.5,2011
gayru01,Danilo Gallinari,PF-SF,22,TOT,62,60,33.9,4.3,10.3,.414,1.7,4.7,.352,2.6,5.6,.467,.495,5.4,6.3,.862,1.0,4.0,4.9,1.7,0.8,0.4,1.3,2.3,15.6,2011
geeal01,Danilo Gallinari,PF,22,NYK,48,48,34.8,4.4,10.6,.415,1.7,5.0,.347,2.7,5.6,.474,.496,5.4,6.0,.893,1.0,3.8,4.8,1.7,0.8,0.4,1.2,2.4,15.9,2011
geeal01,Danilo Gallinari,SF,22,DEN,14,12,30.9,3.9,9.4,.412,1.4,3.9,.370,2.4,5.5,.442,.489,5.6,7.2,.772,0.8,4.6,5.4,1.6,0.9,0.6,1.8,1.9,14.7,2011
geeal01,Francisco Garcia,SF,29,SAC,58,34,23.9,3.6,8.2,.436,1.4,3.9,.362,2.2,4.3,.502,.521,1.1,1.3,.855,0.4,1.9,2.3,1.2,0.9,0.8,0.8,2.2,9.7,2011
geeal01,Kevin Garnett,PF,34,BOS,71,71,31.3,6.1,11.6,.528,0.0,0.1,.200,6.1,11.5,.530,.529,2.6,3.1,.862,1.2,7.7,8.9,2.4,1.3,0.8,1.6,2.1,14.9,2011
georgpa01,Marc Gasol,C,26,MEM,81,81,31.9,4.5,8.5,.527,0.0,0.1,.429,4.5,8.4,.528,.529,2.7,3.6,.748,1.9,5.1,7.0,2.5,0.9,1.7,1.8,3.3,11.7,2011
gibsoda01,Pau Gasol,C,30,LAL,82,82,37.0,7.2,13.7,.529,0.0,0.0,.333,7.2,13.6,.530,.530,4.3,5.2,.823,3.3,6.9,10.2,3.3,0.6,1.6,1.7,2.5,18.8,2011
ginobma01,Rudy Gay,SF,24,MEM,54,54,39.9,7.6,16.1,.471,1.1,2.7,.396,6.5,13.4,.486,.503,3.6,4.5,.805,1.5,4.7,6.2,2.8,1.7,1.1,2.5,2.4,19.8,2011
gomesry01,Alonzo Gee,SG,23,TOT,56,34,20.0,2.2,4.7,.458,0.3,0.9,.333,1.9,3.8,.488,.491,1.3,1.6,.783,1.1,2.1,3.3,0.7,0.7,0.3,1.0,1.7,5.9,2011
goodedr01,Alonzo Gee,SG,23,SAS,5,0,3.6,0.2,0.6,.333,0.0,0.0,,0.2,0.6,.333,.333,0.0,0.0,,0.4,0.2,0.6,0.0,0.0,0.4,0.6,0.6,0.4,2011
gordobe01,Alonzo Gee,SG,23,WAS,11,5,11.5,1.1,2.5,.444,0.0,0.2,.000,1.1,2.3,.480,.444,0.7,1.1,.667,1.0,1.0,2.0,0.5,0.6,0.0,0.7,0.9,2.9,2011
gordoer01,Alonzo Gee,SG,23,CLE,40,29,24.3,2.7,5.9,.462,0.4,1.2,.347,2.3,4.6,.492,.498,1.6,2.0,.800,1.2,2.7,3.9,0.8,0.8,0.4,1.1,2.0,7.4,2011
gortama01,Paul George,SG,20,IND,61,19,20.7,2.9,6.5,.453,0.7,2.3,.297,2.3,4.2,.537,.505,1.3,1.7,.762,0.6,3.1,3.7,1.1,1.0,0.4,1.1,2.1,7.8,2011
gortama01,Daniel Gibson,SG,24,CLE,67,15,27.8,3.9,9.9,.400,1.8,4.4,.403,2.2,5.5,.398,.489,2.0,2.4,.822,0.4,2.3,2.6,3.0,0.7,0.3,1.2,2.3,11.6,2011
gortama01,Taj Gibson,PF,25,CHI,80,19,21.8,2.9,6.3,.466,0.0,0.1,.125,2.9,6.2,.472,.467,1.3,1.9,.676,2.0,3.7,5.7,0.7,0.5,1.3,0.9,2.5,7.1,2011
grahajo01,Manu Ginobili,SG,33,SAS,80,79,30.3,5.5,12.7,.433,1.9,5.5,.349,3.6,7.2,.497,.509,4.5,5.1,.871,0.5,3.2,3.7,4.9,1.5,0.4,2.2,2.0,17.4,2011
grahast01,Ryan Gomes,SF,28,LAC,76,62,27.6,2.7,6.6,.410,0.9,2.8,.341,1.8,3.9,.459,.481,0.8,1.1,.718,0.8,2.5,3.3,1.6,0.8,0.2,0.7,2.1,7.2,2011
grangda01,Drew Gooden,PF,29,MIL,35,18,24.6,4.5,10.3,.431,0.1,0.6,.150,4.4,9.8,.447,.435,2.3,2.9,.794,2.1,4.7,6.8,1.3,0.6,0.5,1.3,2.8,11.3,2011
grayaa01,Ben Gordon,SG,27,DET,82,27,26.0,4.1,9.4,.440,1.3,3.2,.402,2.8,6.1,.460,.510,1.7,2.0,.850,0.5,1.9,2.4,2.1,0.6,0.2,1.7,2.2,11.2,2011
greenda02,Eric Gordon,SG,22,LAC,56,56,37.7,7.6,16.9,.450,1.9,5.2,.364,5.7,11.8,.488,.506,5.1,6.2,.825,0.8,2.1,2.9,4.4,1.3,0.3,2.7,2.1,22.3,2011
greenje02,Marcin Gortat,C,26,TOT,80,14,25.4,4.2,7.5,.561,0.0,0.1,.250,4.2,7.5,.563,.561,1.8,2.4,.725,1.9,6.0,7.9,0.9,0.5,1.1,1.0,2.4,10.2,2011
greenje02,Marcin Gortat,C,26,ORL,25,2,15.8,1.8,3.2,.543,0.0,0.0,,1.8,3.2,.543,.543,0.5,0.7,.667,1.5,3.2,4.7,0.7,0.3,0.8,0.7,2.1,4.0,2011
greenje02,Marcin Gortat,C,26,PHO,55,12,29.7,5.3,9.5,.563,0.0,0.1,.250,5.3,9.4,.566,.564,2.3,3.2,.731,2.0,7.3,9.3,1.0,0.5,1.3,1.2,2.5,13.0,2011
greenwi01,Joey Graham,SF,28,CLE,39,8,15.0,2.1,4.6,.458,0.2,0.8,.300,1.9,3.8,.490,.483,0.7,0.9,.806,0.2,1.9,2.2,0.5,0.2,0.2,0.7,1.9,5.2,2011
greendo01,Stephen Graham,SG,28,NJN,59,28,16.3,1.4,3.4,.405,0.1,0.4,.238,1.3,3.0,.425,.418,0.5,0.6,.816,0.3,1.8,2.1,0.7,0.2,0.0,0.6,1.8,3.4,2011
greenor01,Danny Granger,SF,27,IND,79,79,35.0,6.8,15.9,.425,2.0,5.2,.386,4.8,10.8,.443,.487,5.0,5.9,.848,1.1,4.3,5.4,2.6,1.1,0.8,2.6,2.7,20.5,2011
griffbl01,Aaron Gray,C,26,NOH,41,6,13.0,1.4,2.4,.566,0.0,0.0,,1.4,2.4,.566,.566,0.4,0.8,.500,1.4,2.7,4.2,0.4,0.3,0.3,0.8,2.3,3.1,2011
haddaha01,Danny Green,SG,23,SAS,8,0,11.5,2.1,4.4,.486,0.9,2.4,.368,1.3,2.0,.625,.586,0.0,0.0,,0.4,1.5,1.9,0.3,0.3,0.1,0.6,0.9,5.1,2011
hamilri01,Jeff Green,PF-SF,24,TOT,75,51,32.4,4.9,10.9,.449,0.9,2.8,.303,4.1,8.1,.499,.488,2.6,3.3,.811,1.0,3.8,4.8,1.4,0.7,0.5,1.3,2.8,13.3,2011
hansbty01,Jeff Green,PF,24,OKC,49,49,37.0,5.5,12.6,.437,1.1,3.8,.304,4.4,8.9,.493,.482,3.0,3.7,.818,1.2,4.4,5.6,1.8,0.8,0.4,1.6,2.9,15.2,2011
haranlu01,Jeff Green,SF,24,BOS,26,2,23.5,3.8,7.8,.485,0.3,1.0,.296,3.5,6.7,.514,.505,1.9,2.4,.794,0.6,2.7,3.3,0.7,0.5,0.6,0.9,2.6,9.8,2011
haranlu01,Willie Green,SG,29,NOH,77,13,21.7,3.5,7.9,.443,0.7,2.0,.348,2.8,5.9,.476,.488,1.0,1.3,.780,0.3,1.8,2.1,1.0,0.5,0.2,0.9,1.9,8.7,2011
haranlu01,Donte Greene,SF,22,SAC,69,21,16.3,2.3,5.6,.404,0.7,2.2,.292,1.6,3.4,.478,.462,0.6,0.9,.662,0.7,1.4,2.1,0.7,0.5,0.3,0.9,1.3,5.8,2011
hardeja01,Orien Greene,SG,28,NJN,3,0,1.7,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.7,.500,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,1.0,2011
harride01,Blake Griffin,PF,21,LAC,82,82,38.0,8.5,16.8,.506,0.1,0.3,.292,8.4,16.5,.510,.508,5.4,8.5,.642,3.3,8.8,12.1,3.8,0.8,0.5,2.7,3.1,22.5,2011
harride01,Hamed Haddadi,C,25,MEM,31,0,5.4,1.0,1.9,.517,0.0,0.0,.000,1.0,1.8,.526,.517,0.5,0.7,.652,0.8,1.4,2.2,0.2,0.1,0.4,0.4,0.9,2.4,2011
harride01,Richard Hamilton,SG,32,DET,55,39,27.2,5.2,12.2,.429,1.0,2.6,.382,4.2,9.6,.442,.470,2.7,3.1,.849,0.4,1.9,2.3,3.1,0.7,0.1,1.6,1.7,14.1,2011
